mean,std,max,min,median,non_zero_fraction,zero_fraction,nan_fraction,percentile_25,percentile_75,user_id
3.976298245614035,19.272551150262018,121.71,0.0,0.0,0.8663366336633663,0.13366336633663367,0.8589108910891089,0.0,0.0,1
3.541526315789474,18.78800033782179,121.71,0.0,0.0,0.8650990099009901,0.1349009900990099,0.8589108910891089,0.0,0.0,1
3.1067543859649125,17.049510724851867,121.71,0.0,0.0,0.8650990099009901,0.1349009900990099,0.8589108910891089,0.0,0.0,1
2.6719824561403507,16.476672815812524,121.71,0.0,0.0,0.8638613861386139,0.13613861386138615,0.8589108910891089,0.0,0.0,1
3.2387982456140354,16.522710191550875,120.56,0.0,0.0,0.8663366336633663,0.13366336633663367,0.8589108910891089,0.0,0.0,1
3.8056315789473687,18.138946792201615,119.41,0.0,0.0,0.8663366336633663,0.13366336633663367,0.8589108910891089,0.0,0.0,1
3.281912280701755,15.431444224682723,81.205,0.0,0.0,0.8663366336633663,0.13366336633663367,0.8589108910891089,0.0,0.0,1
2.758175438596491,14.483574232661624,81.205,0.0,0.0,0.8650990099009901,0.1349009900990099,0.8589108910891089,0.0,0.0,1
4.947175438596492,16.050473891080003,78.922,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
7.1361491228070175,22.12923609974137,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.79819298245614,21.33183014144982,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.460236842105264,21.128931266106058,95.98,0.0,0.0,0.8737623762376238,0.12623762376237624,0.8589108910891089,0.0,0.0,1
6.438710526315789,20.608457418333156,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.417201754385964,20.399655073944903,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.42498245614035,20.42627877994789,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.432780701754385,20.629298143835015,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.379692982456139,20.46856311047654,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.326622807017544,20.32344930500053,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.563070175438596,20.443293630313306,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
6.799526315789473,20.88171016383854,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
6.53930701754386,20.400598074751652,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
6.279087719298245,20.291914528044817,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
6.340035087719297,20.07649638894683,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
6.4009912280701755,20.068190574367332,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
7.9959649122807015,23.558133244827765,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
9.590964912280702,29.19915753813474,164.56,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
8.80338596491228,26.465409290127376,131.71,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
8.015859649122806,24.137421039545718,98.867,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
7.748885964912279,23.32857210722727,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
7.481912280701755,22.61356734452427,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
7.143552631578947,21.83724868123803,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
6.805201754385965,21.64394614952497,95.98,0.0,0.0,0.875,0.125,0.8589108910891089,0.0,0.0,1
7.133798245614035,21.797260747841168,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
7.462394736842105,22.51173700347444,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
7.311210526315789,21.988883828161537,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
7.160008771929824,21.727083982857717,95.98,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
7.876991228070176,29.080464068096493,222.45,0.0,0.0,0.8762376237623762,0.12376237623762376,0.8589108910891089,0.0,0.0,1
8.594008771929824,48.61702273267361,411.88,0.0,0.0,0.8663366336633663,0.13366336633663367,0.8589108910891089,0.0,0.0,1
8.17480701754386,48.06323152914685,411.88,0.0,0.0,0.8663366336633663,0.13366336633663367,0.8589108910891089,0.0,0.0,1
7.75559649122807,47.92285627128846,411.88,0.0,0.0,0.8650990099009901,0.1349009900990099,0.8589108910891089,0.0,0.0,1
7.336394736842106,47.35346165208753,411.88,0.0,0.0,0.8650990099009901,0.1349009900990099,0.8589108910891089,0.0,0.0,1
6.917184210526315,47.20346486618166,411.88,0.0,0.0,0.8638613861386139,0.13613861386138615,0.8589108910891089,0.0,0.0,1
6.497982456140351,46.617680382147704,411.88,0.0,0.0,0.8638613861386139,0.13613861386138615,0.8589108910891089,0.0,0.0,1
6.078771929824562,46.45767671668619,411.88,0.0,0.0,0.8626237623762376,0.1373762376237624,0.8589108910891089,0.0,0.0,1
4.2722807017543865,32.42247690895407,280.1,0.0,0.0,0.8626237623762376,0.1373762376237624,0.8589108910891089,0.0,0.0,1
2.4657894736842105,26.23310692481426,280.1,0.0,0.0,0.8613861386138614,0.13861386138613863,0.8589108910891089,0.0,0.0,1
6.888289473684211,19.10380703509244,152.62,0.0,0.0,0.8849009900990099,0.1150990099009901,0.8589108910891089,0.0,0.0,1
11.310798245614036,26.51918000046359,136.29,0.0,0.0,0.8849009900990099,0.1150990099009901,0.8589108910891089,0.0,0.0,1
