111.71,61.257,345.16,0,247.84,47.784,413.29,59.423,73.268,80.121,70.707,59.423,57.129,46.069,55.462,53.414,47.784,40.06,62.761,59.469,0,0,0,0,0,0,0,0,0,0,0,0,0,73.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,116.88,0,13.824,258.84,157.85,97
81.34,61.051,345.16,0,247.84,47.784,413.29,59.423,73.268,80.121,70.707,59.423,57.129,46.069,55.462,53.414,47.784,40.06,62.761,59.469,0,25.485,0,0,0,0,0,0,0,0,0,0,0,73.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,115.65,0,13.604,258.84,157.85,97
50.969,60.845,345.16,0,247.84,47.784,413.29,59.423,73.268,80.121,70.707,59.423,57.129,46.069,55.462,53.414,47.784,40.06,62.761,59.469,0,50.969,0,0,0,0,0,0,0,0,0,0,0,73.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,114.42,0,13.385,258.84,157.85,97
50.186,60.602,345.16,0,247.84,47.784,413.29,59.423,73.268,80.121,70.707,59.423,57.129,46.069,55.462,53.414,47.784,40.06,62.761,59.469,25.038,50.969,25.038,0,0,0,0,0,0,0,0,0,0,73.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,58.879,0,13.198,258.84,157.85,97
49.402,60.358,345.16,0,247.84,47.784,413.29,59.423,73.268,80.121,70.707,59.423,57.129,46.069,55.462,53.414,47.784,40.06,62.761,59.469,50.076,50.969,50.076,0,0,0,0,0,0,0,0,0,0,73.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,3.3384,0,13.01,258.84,157.85,97
49.156,54.563,345.16,0,247.84,47.784,413.29,56.44,73.268,80.121,68.456,59.423,57.129,46.069,55.462,53.414,47.784,40.06,60.518,58.61,50.076,50.969,50.076,23.892,25.485,0,0,0,0,0,0,0,0,73.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,4.0209,0,12.136,258.84,157.85,97
48.911,48.769,345.16,0,247.84,47.784,413.29,53.458,73.268,80.121,66.204,59.423,57.129,46.069,55.462,53.414,47.784,40.06,58.275,57.752,50.076,50.969,50.076,47.784,50.969,0,0,0,0,0,0,0,0,73.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,4.7034,0,11.261,258.84,157.85,97
50.518,50.568,345.16,0,247.84,47.784,413.29,55.718,67.231,74.774,66.204,60.269,57.129,46.069,55.462,54.261,47.784,40.06,58.275,57.701,50.076,50.667,50.076,49.426,50.969,0,0,0,0,0,0,0,0,69.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,6.5991,0,9.8231,258.84,140.19,97
52.126,52.366,345.16,0,247.84,47.784,413.29,57.979,61.193,69.427,66.204,61.115,57.129,46.069,55.462,55.108,47.784,40.06,58.275,57.649,50.076,50.364,50.076,51.069,50.969,0,0,0,0,0,0,0,0,66.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,8.4947,0,8.3853,258.84,122.53,97
53.14,52.406,345.16,0,247.84,47.784,413.29,57.827,61.193,69.427,66.204,61.115,57.129,46.069,55.462,55.108,47.784,40.06,58.275,57.649,50.076,50.364,50.076,51.069,50.969,0,0,0,0,0,0,0,0,66.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.29,0,0,0,0,0,0,0,0,8.4052,0,8.2068,258.84,122.53,97
