207.25,129.28,0,77.712,0,78.964,414.51,61.822,66.448,72.958,66.448,42.037,61.376,79.53,0,117.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.51,0,0,0,0,0,0,0,0,0,113.42,17.402,273.54,127.74,34
207.25,105.54,0,77.812,0,78.964,414.51,61.822,66.448,72.958,66.448,42.037,61.376,79.53,32.022,117.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.51,0,0,0,0,0,0,0,0,0,112.3,18.104,273.54,127.74,34
207.25,81.803,0,77.912,0,78.964,414.51,61.822,66.448,72.958,66.448,42.037,61.376,79.53,64.044,117.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.51,0,0,0,0,0,0,0,0,0,111.18,18.806,273.54,127.74,34
202.44,147.34,0,93.984,0,78.964,346.99,61.822,66.448,72.958,66.448,42.037,61.376,79.53,64.044,152.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.99,0,0,0,0,0,0,0,0,0,128.64,18.806,258.8,131.23,34
197.62,212.87,0,110.06,0,78.964,279.48,61.822,66.448,72.958,66.448,42.037,61.376,79.53,64.044,187.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.48,0,0,0,0,0,0,0,0,0,146.1,18.806,244.07,134.71,34
209.82,189.98,0,101.31,0,78.869,280.15,62.046,66.448,84.742,66.448,42.037,61.376,79.53,71.286,187.19,30.688,42.037,39.765,39.197,21.348,39.197,31.133,0,0,0,0,0,0,0,0,0,0,79.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.15,0,0,0,0,0,0,0,0,0,129.69,25.545,232.73,143.48,34
222.01,167.09,0,92.569,0,78.775,280.83,62.269,66.448,96.526,66.448,42.037,61.376,79.53,78.528,187.19,61.376,84.075,79.53,78.394,42.696,78.394,62.265,0,0,0,0,0,0,0,0,0,0,79.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.83,0,0,0,0,0,0,0,0,0,113.28,32.284,221.38,152.25,34
222.01,122.74,0,92.182,0,78.775,280.83,62.269,66.448,96.526,66.448,42.037,61.376,79.53,78.528,187.19,61.376,84.075,79.53,78.394,42.696,78.394,62.043,0,0,0,0,0,0,0,0,0,0,79.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.83,0,0,0,0,0,0,0,0,0,112.09,31.876,221.38,152.25,34
222.01,78.394,0,91.796,0,78.775,280.83,62.269,66.448,96.526,66.448,42.037,61.376,79.53,78.528,187.19,61.376,84.075,79.53,78.394,42.696,78.394,61.822,0,0,0,0,0,0,0,0,0,0,79.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.83,0,0,0,0,0,0,0,0,0,110.89,31.467,221.38,152.25,34
222.01,75.741,0,90.058,0,78.775,280.83,62.269,66.448,96.526,66.448,42.037,55.31,79.342,78.528,187.19,61.376,84.075,79.53,78.394,42.696,78.394,61.822,0,0,0,0,0,0,0,0,0,0,79.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.83,0,0,0,0,0,0,0,0,0,65.827,30.709,221.38,152.25,34
